trace_4_FC_devices_seqlen_1408.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_1536.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_1664.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_1792.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_1920.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_2048.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_2176.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_2304.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_2432.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_2560.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_256.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_2688.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_2816.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_2944.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_3072.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_3200.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_3328.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_3456.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_3584.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_3712.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_3840.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_384.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_3968.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_4096.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_512.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_640.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_768.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_4_FC_devices_seqlen_896.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_1024.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_1152.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_1280.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_128.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_1408.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_1536.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_1664.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_1792.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_1920.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_2048.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_2176.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_2304.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_2432.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_2560.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_256.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_2688.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_2816.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_2944.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_3072.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_3200.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_3328.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_3456.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_3584.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_3712.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_3840.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_384.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_3968.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_4096.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_512.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_640.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_768.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
trace_8_FC_devices_seqlen_896.txt.log	0.0017015	0.0016695	3.2e-05	99.97061416397297	512	64	384	0	0	0	0	0	0	0	64	0	0	0	0	20480	0	2560	0	0	0	0	0	0	0	0	
